Customer ID,Gender,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee,Shipping Status,Order Date
CUST0307,Male,West,61,Laptop,Electronics,1500,4,6000,9.46,Delivered,13-06-2023
CUST0308,Female,South,30,Mouse,Accessories,30,1,30,18.29,In Transit,19-04-2023
CUST0309,Male,East,30,Laptop,Electronics,1500,5,7500,7.58,Delivered,26-09-2023
CUST0310,Male,North,30,Keyboard,Accessories,50,1,50,19.02,Delivered,14-12-2023
CUST0311,Female,West,30,Headphones,Accessories,100,1,100,6.47,Delivered,01-06-2023
CUST0312,Female,West,30,Mouse,Accessories,30,3,90,11.78,Returned,14-08-2023
CUST0313,Male,South,30,Headphones,Accessories,100,2,200,7.01,In Transit,18-03-2023
CUST0314,Female,East,32,Smartphone,Electronics,800,3,2400,14.12,In Transit,28-09-2023
CUST0315,Female,East,32,Mouse,Accessories,30,5,150,15.68,Delivered,06-11-2023
CUST0316,Male,North,66,Monitor,Electronics,300,1,300,16.58,Delivered,27-02-2023
CUST0317,Female,North,66,Monitor,Electronics,300,5,1500,18.92,Delivered,03-05-2023
CUST0318,Male,North,30,Laptop,Electronics,1500,1,1500,14.53,In Transit,18-04-2023
CUST0319,Male,South,30,Headphones,Accessories,100,4,400,13.94,Delivered,22-12-2023
CUST0320,Female,East,,Laptop,Electronics,1500,5,7500,7.38,Returned,18-06-2023
CUST0321,Female,South,60,Smartphone,Electronics,800,5,4000,18.75,Delivered,19-01-2023
CUST0322,Female,North,60,Smartwatch,Wearables,200,2,400,18.88,Delivered,24-07-2023
CUST0323,Male,East,60,Mouse,Accessories,30,3,90,18.42,Delivered,25-01-2023
CUST0324,Female,East,60,Monitor,Electronics,300,4,1200,7.26,In Transit,20-08-2023
CUST0325,Male,West,60,Keyboard,Accessories,50,5,250,13,Returned,19-12-2023
CUST0326,Female,East,,Laptop,Electronics,1500,5,7500,12.35,In Transit,28-04-2023
CUST0327,Male,North,60,Monitor,Electronics,300,2,600,15.88,In Transit,12-01-2023
CUST0328,Female,South,60,Monitor,Electronics,300,3,900,19.78,In Transit,26-02-2023
CUST0329,Female,,61,Smartphone,Electronics,800,4,3200,11.79,In Transit,07-02-2023
CUST0330,Female,North,61,Smartphone,Electronics,800,5,4000,13.72,,09-03-2023
CUST0331,Female,East,34,Smartwatch,Wearables,200,1,200,17.66,Returned,21-05-2023
CUST0332,Male,East,34,Smartwatch,Wearables,200,3,600,5.87,Returned,25-06-2023
CUST0333,Female,East,57,Headphones,Accessories,100,4,400,8.84,In Transit,28-02-2023
CUST0334,Female,South,26,Laptop,Electronics,1500,4,6000,15.74,Returned,12-08-2023
CUST0335,Male,West,,Smartwatch,Wearables,200,1,200,8.28,In Transit,06-10-2023
CUST0336,Male,West,29,Keyboard,Accessories,50,2,100,5.18,Returned,14-04-2023
CUST0337,Female,North,53,Monitor,Electronics,300,4,1200,10.58,,31-03-2023
CUST0338,Female,East,53,Smartwatch,Wearables,200,4,800,14.28,,05-11-2023
CUST0339,Male,East,53,Headphones,Accessories,100,3,300,15.61,In Transit,04-12-2023
CUST0340,Female,West,53,Smartphone,Electronics,800,4,3200,14.35,Delivered,27-06-2023
CUST0341,Male,West,25,Monitor,Electronics,300,3,900,9.94,Delivered,21-10-2023
CUST0342,Male,North,,Smartphone,Electronics,800,1,800,15.79,In Transit,30-10-2023
CUST0343,Female,South,23,Keyboard,Accessories,50,5,250,14.12,In Transit,10-04-2023
CUST0344,Male,North,23,Smartwatch,Wearables,200,5,1000,14.5,Delivered,15-11-2023
CUST0345,Female,,23,Mouse,Accessories,30,2,60,18.45,Returned,15-07-2023
CUST0346,Female,East,40,Keyboard,Accessories,50,4,200,15.14,Delivered,17-06-2023
CUST0347,Male,West,40,Keyboard,Accessories,50,4,200,12.79,Delivered,19-10-2023
CUST0348,Male,,40,Smartwatch,Wearables,200,1,200,16.29,In Transit,08-07-2023
CUST0349,Male,East,27,Smartwatch,Wearables,200,5,1000,12,In Transit,14-07-2023
CUST0350,Male,West,27,Headphones,Accessories,100,3,300,17.92,Returned,13-03-2023
CUST0351,Female,North,27,Headphones,Accessories,100,2,200,12.44,In Transit,21-10-2023
CUST0352,Male,South,27,Keyboard,Accessories,50,5,250,17.69,In Transit,31-12-2023
CUST0353,Male,West,27,Laptop,Electronics,1500,2,3000,13.22,In Transit,06-09-2023
CUST0354,Female,South,27,Smartwatch,Wearables,200,2,400,9.97,Returned,18-01-2023
CUST0355,Female,East,,Mouse,Accessories,30,5,150,10.03,Delivered,30-06-2023
CUST0356,Male,North,50,Laptop,Electronics,1500,5,7500,15.14,In Transit,08-06-2023
CUST0357,Female,East,50,Smartphone,Electronics,800,3,2400,10.13,Returned,26-06-2023
CUST0358,Female,South,50,Headphones,Accessories,100,3,300,17.63,Delivered,07-12-2023
CUST0359,Female,West,50,Smartphone,Electronics,800,1,800,7.34,In Transit,13-06-2023
CUST0360,Male,West,67,Laptop,Electronics,1500,4,6000,14.85,Delivered,11-06-2023
CUST0361,Male,South,,Keyboard,Accessories,50,5,250,9.87,Returned,03-11-2023
CUST0362,Female,South,67,Headphones,Accessories,100,5,500,8.74,Returned,08-06-2023
CUST0363,Male,South,,Keyboard,Accessories,50,2,100,6.85,Returned,19-10-2023
CUST0364,Female,East,,Monitor,Electronics,300,1,300,6.55,Delivered,03-01-2024
CUST0365,Female,,57,Mouse,Accessories,30,1,30,9.59,In Transit,12-03-2023
CUST0366,Male,West,57,Keyboard,Accessories,50,3,150,11.12,In Transit,16-02-2023
CUST0367,Male,North,57,Smartwatch,Wearables,200,1,200,13.34,Returned,08-09-2023
CUST0368,Female,,57,Laptop,Electronics,1500,4,6000,12.77,Delivered,28-04-2023
CUST0369,Male,South,57,Smartwatch,Wearables,200,3,600,5.88,Delivered,10-01-2023
CUST0370,Female,West,19,Monitor,Electronics,300,3,900,13.79,In Transit,16-05-2023
CUST0371,Male,North,33,Monitor,Electronics,300,4,1200,14.88,Delivered,12-04-2023
CUST0372,Male,East,33,Laptop,Electronics,1500,2,3000,14.97,Delivered,17-01-2023
CUST0373,Male,West,33,Smartphone,Electronics,800,5,4000,5.14,Returned,15-06-2023
CUST0374,Female,West,33,Smartphone,Electronics,800,2,1600,7.61,Returned,08-12-2023
CUST0375,Male,South,38,Smartphone,Electronics,800,2,1600,16.51,In Transit,14-09-2023
CUST0376,Female,East,38,Laptop,Electronics,1500,3,4500,7.52,Delivered,03-02-2023
CUST0377,Female,West,38,Keyboard,Accessories,50,4,200,19.17,Returned,26-01-2023
CUST0378,Male,South,38,Monitor,Electronics,300,5,1500,19.39,Returned,26-02-2023
CUST0379,Female,West,60,Monitor,Electronics,300,3,900,18.61,In Transit,21-07-2023
CUST0380,Male,South,60,Keyboard,Accessories,50,1,50,6.25,In Transit,06-02-2023
CUST0381,Male,South,,Smartphone,Electronics,800,3,2400,15.04,In Transit,12-08-2023
CUST0382,Male,South,53,Headphones,Accessories,100,5,500,5.93,In Transit,22-07-2023
CUST0383,Male,West,53,Smartwatch,Wearables,200,5,1000,19.43,Returned,25-06-2023
CUST0384,Female,South,53,Mouse,Accessories,30,3,90,6.18,Delivered,25-04-2023
CUST0385,Female,East,,Headphones,Accessories,100,2,200,15.13,Delivered,23-01-2023
CUST0386,Male,South,20,Monitor,Electronics,300,2,600,9.77,Returned,24-09-2023
CUST0387,Male,South,20,Mouse,Accessories,30,3,90,16.07,Returned,30-09-2023
CUST0388,Male,South,20,Mouse,Accessories,30,1,30,5.41,In Transit,05-01-2023
CUST0389,Male,West,20,Monitor,Electronics,300,2,600,11.06,,12-08-2023
CUST0390,Male,North,22,Mouse,Accessories,30,5,150,18.22,Returned,25-01-2023
CUST0391,Female,South,22,Headphones,Accessories,100,3,300,7.7,Delivered,20-07-2023
CUST0392,Male,West,,Smartwatch,Wearables,200,3,600,18.62,Delivered,23-07-2023
CUST0393,Female,West,23,Smartphone,Electronics,800,2,1600,9.07,In Transit,19-10-2023
CUST0394,Male,East,23,Keyboard,Accessories,50,1,50,16.34,In Transit,16-01-2023
CUST0395,Male,West,23,Monitor,Electronics,300,4,1200,11.76,Returned,28-03-2023
CUST0396,Female,North,35,Headphones,Accessories,100,4,400,12.85,Delivered,23-07-2023
CUST0397,Male,North,35,Keyboard,Accessories,50,3,150,12.89,In Transit,30-01-2023
CUST0398,Female,West,66,Smartwatch,Wearables,200,5,1000,19.19,Returned,19-09-2023
CUST0399,Female,North,66,Keyboard,Accessories,50,3,150,10.21,Returned,12-12-2023
CUST0400,Male,West,68,Headphones,Accessories,100,2,200,13.49,In Transit,13-12-2023
CUST0401,Male,North,68,Headphones,Accessories,100,4,400,11.52,Returned,29-11-2023
CUST0402,Male,East,68,Laptop,Electronics,1500,1,1500,19.37,,27-08-2023
CUST0403,Male,East,68,Monitor,Electronics,300,3,900,16.44,Delivered,16-12-2023
CUST0404,Male,North,68,Laptop,Electronics,1500,2,3000,18.77,Returned,27-10-2023
CUST0405,Male,East,68,Keyboard,Accessories,50,2,100,11.09,,16-08-2023
CUST0406,Male,South,52,Laptop,Electronics,1500,5,7500,16.01,In Transit,22-11-2023
CUST0407,Male,North,52,Smartwatch,Wearables,200,2,400,5.97,In Transit,25-09-2023
CUST0408,Female,South,53,Monitor,Electronics,300,2,600,18.38,In Transit,05-09-2023
CUST0409,Male,South,53,Monitor,Electronics,300,2,600,8.51,Returned,17-05-2023
CUST0410,Female,East,,Smartphone,Electronics,800,4,3200,19.17,In Transit,17-06-2023
CUST0411,Female,North,53,Monitor,Electronics,300,1,300,16.32,Delivered,16-08-2023
CUST0412,Male,South,53,Smartphone,Electronics,800,1,800,5.36,Returned,16-03-2023
CUST0413,Female,North,,Headphones,Accessories,100,5,500,14.28,Returned,02-06-2023
CUST0414,Female,South,46,Smartphone,Electronics,800,5,4000,10.62,Returned,26-01-2023
CUST0415,Female,West,46,Mouse,Accessories,30,4,120,5.71,Delivered,03-01-2024
CUST0416,Male,West,46,Smartphone,Electronics,800,5,4000,19.08,In Transit,01-05-2023
CUST0417,Male,East,,Smartwatch,Wearables,200,3,600,6.36,Returned,28-11-2023
CUST0418,Female,South,66,Mouse,Accessories,30,2,60,5.53,In Transit,16-10-2023
CUST0419,Female,North,66,Smartphone,Electronics,800,1,800,16.42,In Transit,26-09-2023
CUST0420,Male,West,66,Smartwatch,Wearables,200,5,1000,12.06,Returned,07-03-2023
CUST0421,Male,North,66,Keyboard,Accessories,50,4,200,10.69,Delivered,03-06-2023
CUST0422,Male,East,66,Headphones,Accessories,100,5,500,5.4,Returned,24-12-2023
CUST0423,Male,North,62,Smartwatch,Wearables,200,2,400,11.66,Delivered,31-08-2023
CUST0424,Female,South,62,Smartphone,Electronics,800,4,3200,6.66,In Transit,10-07-2023
CUST0425,Male,North,62,Headphones,Accessories,100,2,200,5.13,Delivered,01-11-2023
CUST0426,Female,North,52,Monitor,Electronics,621.9121225,3,900,11.04,Delivered,25-10-2023
CUST0427,Male,West,52,Monitor,Electronics,300,1,300,14.67,Delivered,21-07-2023
CUST0428,Female,East,52,Smartwatch,Wearables,200,5,1000,18.72,Delivered,02-03-2023
CUST0429,Female,South,,Monitor,Electronics,300,3,900,14.38,Returned,28-02-2023
CUST0430,Male,,52,Smartphone,Electronics,800,4,3200,15.79,In Transit,20-08-2023
CUST0431,Male,South,66,Mouse,Accessories,30,2,60,9.19,In Transit,07-05-2023
CUST0432,Female,East,66,Smartphone,Electronics,800,3,2400,19.63,Delivered,28-07-2023
CUST0433,Female,North,66,Smartwatch,Wearables,200,5,1000,10.43,Delivered,07-03-2023
CUST0434,Male,South,66,Laptop,Electronics,1500,4,6000,13.08,In Transit,20-03-2023
CUST0435,Male,South,,Smartphone,Electronics,800,5,4000,15.97,Delivered,14-11-2023
CUST0436,Male,East,68,Monitor,Electronics,300,2,600,9.56,,23-12-2023
CUST0437,Female,West,68,Smartwatch,Wearables,200,3,600,5.65,In Transit,18-08-2023
CUST0438,Female,North,68,Monitor,Electronics,300,3,900,10.39,Returned,09-02-2023
CUST0439,Male,West,68,Keyboard,Accessories,50,3,150,8.99,Delivered,02-02-2023
CUST0440,Male,East,68,Headphones,Accessories,100,4,400,14.97,Returned,09-12-2023
CUST0441,Female,West,67,Laptop,Electronics,1500,4,6000,7.01,Delivered,01-09-2023
CUST0442,Female,East,67,Monitor,Electronics,300,1,300,15.92,,03-05-2023
CUST0443,Male,North,67,Smartphone,Electronics,800,4,3200,14.61,In Transit,18-09-2023
CUST0444,Female,West,67,Laptop,Electronics,1500,2,3000,18.81,In Transit,10-08-2023
CUST0445,Male,West,67,Keyboard,Accessories,50,5,250,5.81,Delivered,18-05-2023
CUST0446,Male,East,67,Mouse,Accessories,30,1,30,13.84,Delivered,08-06-2023
CUST0447,Female,East,67,Smartphone,Electronics,800,3,2400,7.3,In Transit,17-11-2023
CUST0448,Female,North,67,Laptop,Electronics,3109.560612,4,6000,18.27,,26-08-2023
CUST0449,Female,North,47,Smartphone,Electronics,800,1,800,11.29,Returned,28-10-2023
CUST0450,Male,North,47,Headphones,Accessories,100,3,300,15,Delivered,09-07-2023
CUST0451,Male,West,47,Smartwatch,Wearables,200,3,600,13.73,Delivered,15-06-2023
CUST0452,Female,East,47,Laptop,Electronics,1500,3,4500,15.5,Delivered,25-07-2023
CUST0453,Female,East,47,Smartwatch,Wearables,200,1,200,12.27,In Transit,13-12-2023
CUST0454,Male,East,47,Smartphone,Electronics,800,4,3200,8.88,In Transit,31-07-2023
CUST0455,Male,East,47,Laptop,Electronics,1500,1,1500,19.19,Delivered,01-04-2023
CUST0456,Male,North,,Monitor,Electronics,621.9121225,5,1500,7.22,Returned,05-08-2023
CUST0457,Male,South,58,Monitor,Electronics,300,5,1500,19.72,Delivered,16-05-2023
CUST0458,Female,North,58,Keyboard,Accessories,50,4,200,17.65,In Transit,11-02-2023
CUST0459,Male,West,41,Smartwatch,Wearables,200,1,200,13.72,In Transit,06-06-2023
CUST0460,Female,South,36,Mouse,Accessories,30,5,150,6.58,In Transit,17-10-2023
CUST0461,Female,West,,Mouse,Accessories,30,5,150,13.14,Returned,11-11-2023
CUST0462,Female,East,36,Keyboard,Accessories,50,4,200,9.3,Returned,09-07-2023
CUST0463,Male,North,19,Smartphone,Electronics,800,3,2400,16.82,In Transit,20-05-2023
CUST0464,Female,South,,Monitor,Electronics,300,5,1500,6,Delivered,08-11-2023
CUST0465,Female,West,19,Smartphone,Electronics,800,3,2400,11.21,Returned,01-08-2023
CUST0466,Female,West,19,Monitor,Electronics,300,5,1500,19.39,Returned,08-12-2023
CUST0467,Female,East,19,Monitor,Electronics,300,3,900,9.79,Delivered,02-12-2023
CUST0468,Male,North,46,Keyboard,Accessories,50,3,150,5.09,Returned,16-03-2023
CUST0469,Male,East,46,Smartphone,Electronics,800,4,3200,17.82,,17-03-2023
CUST0470,Female,East,46,Laptop,Electronics,1500,4,6000,16.31,In Transit,29-06-2023
CUST0471,Female,West,46,Laptop,Electronics,3109.560612,2,3000,6.44,Delivered,08-12-2023
CUST0472,Male,North,57,Laptop,Electronics,1500,4,6000,10.92,In Transit,13-05-2023
CUST0473,Male,South,,Smartwatch,Wearables,200,2,400,9.18,Delivered,26-06-2023
CUST0474,Male,East,57,Smartphone,Electronics,800,2,1600,12.55,,02-01-2023
CUST0475,Male,North,57,Mouse,Accessories,30,5,150,19.16,Returned,07-01-2023
CUST0476,Male,North,57,Monitor,Electronics,300,1,300,13.55,Delivered,26-09-2023
CUST0477,Female,,57,Smartphone,Electronics,800,3,2400,19.61,Returned,31-12-2023
CUST0478,Male,West,57,Laptop,Electronics,1500,5,7500,8.19,In Transit,30-07-2023
CUST0479,Male,East,,Headphones,Accessories,100,2,200,10.96,Delivered,08-03-2023
CUST0480,Male,East,50,Smartphone,Electronics,800,1,800,10.36,Returned,25-05-2023
CUST0481,Male,South,50,Mouse,Accessories,30,3,90,12.43,Delivered,05-01-2023
CUST0482,Female,East,58,Mouse,Accessories,30,1,30,12.22,In Transit,03-10-2023
CUST0483,Male,West,58,Monitor,Electronics,300,4,1200,6.4,Delivered,03-03-2023
CUST0484,Male,East,32,Monitor,Electronics,300,1,300,15.5,Delivered,14-04-2023
CUST0485,Female,South,32,Smartphone,Electronics,800,1,800,8.45,Returned,28-04-2023
CUST0486,Female,South,32,Keyboard,Accessories,50,5,250,10.39,In Transit,28-06-2023
CUST0487,Female,South,32,Monitor,Electronics,300,1,300,9.57,In Transit,24-04-2023
CUST0488,Male,North,32,Laptop,Electronics,1500,1,1500,8.53,In Transit,11-08-2023
CUST0489,Male,South,32,Laptop,Electronics,1500,1,1500,6.92,In Transit,26-12-2023
CUST0490,Male,East,32,Headphones,Accessories,100,5,500,12.38,Returned,01-01-2023
CUST0491,Female,,36,Smartwatch,Wearables,200,3,600,7.89,Delivered,14-07-2023
CUST0492,Female,South,,Smartphone,Electronics,800,5,4000,10.52,Delivered,01-12-2023
CUST0493,Female,South,54,Smartphone,Electronics,800,4,3200,7.86,Returned,07-08-2023
CUST0494,Male,South,54,Smartphone,Electronics,800,5,4000,19.43,In Transit,12-07-2023
CUST0495,Female,,54,Laptop,Electronics,1500,4,6000,12,Returned,14-04-2023
CUST0496,Male,West,54,Mouse,Accessories,30,4,120,14.5,Delivered,13-02-2023
CUST0497,Male,East,51,Laptop,Electronics,1500,1,1500,15.23,Returned,10-10-2023
CUST0498,Male,North,51,Headphones,Accessories,100,4,400,10.89,Delivered,14-01-2023
CUST0499,Male,North,,Headphones,Accessories,100,4,400,14.68,In Transit,08-12-2023
CUST0500,Male,North,47,Smartphone,Electronics,800,1,800,10.16,,13-01-2023
CUST0501,Female,East,47,Laptop,Electronics,1500,3,4500,8.87,Delivered,11-09-2023
CUST0502,Male,North,64,Smartwatch,Wearables,200,2,400,11.26,In Transit,11-01-2023
CUST0503,Female,West,67,Headphones,Accessories,100,2,200,19.58,Returned,01-06-2023
CUST0504,Male,East,67,Keyboard,Accessories,50,5,250,11.17,In Transit,03-03-2023
CUST0505,Male,West,,Keyboard,Accessories,50,4,200,14.29,Delivered,08-10-2023
CUST0506,Female,North,67,Mouse,Accessories,30,4,120,19.59,In Transit,20-02-2023
CUST0507,Male,South,67,Monitor,Electronics,300,3,900,19.76,Delivered,09-11-2023
CUST0508,Male,South,40,Laptop,Electronics,1500,1,1500,14.19,In Transit,20-05-2023
CUST0509,Male,West,40,Mouse,Accessories,30,5,150,9.01,Returned,14-11-2023
CUST0510,Male,North,40,Smartwatch,Wearables,200,4,800,11.68,Delivered,27-12-2023
CUST0511,Female,,40,Headphones,Accessories,100,2,200,9.42,Returned,14-07-2023
CUST0512,Female,East,40,Monitor,Electronics,300,4,1200,17.21,In Transit,30-07-2023
CUST0513,Female,North,63,Laptop,Electronics,1500,3,4500,18.66,Returned,06-05-2023
CUST0514,Male,South,63,Headphones,Accessories,100,4,400,11.39,Delivered,06-05-2023
CUST0515,Female,North,63,Monitor,Electronics,300,3,900,19.87,Delivered,23-08-2023
CUST0516,Male,West,63,Mouse,Accessories,62.19121225,5,150,10.81,Delivered,01-07-2023
CUST0517,Male,South,69,Smartphone,Electronics,800,3,2400,13.57,Returned,25-03-2023
CUST0518,Male,East,69,Mouse,Accessories,30,1,30,10.99,In Transit,06-10-2023
CUST0519,Female,South,69,Smartwatch,Wearables,200,3,600,19.07,Delivered,16-07-2023
CUST0520,Male,North,69,Monitor,Electronics,300,5,1500,17.75,In Transit,14-11-2023
CUST0521,Male,East,69,Smartwatch,Wearables,200,5,1000,7.71,In Transit,25-10-2023
CUST0522,Female,West,69,Keyboard,Accessories,50,4,200,18.96,Returned,20-05-2023
CUST0523,Female,East,40,Monitor,Electronics,300,1,300,6.85,Returned,21-06-2023
CUST0524,Female,South,40,Headphones,Accessories,100,5,500,14.22,Delivered,02-02-2023
CUST0525,Male,West,,Mouse,Accessories,30,2,60,6.54,Returned,21-11-2023
CUST0526,Female,East,31,Smartphone,Electronics,800,1,800,19.22,In Transit,07-12-2023
CUST0527,Male,North,31,Keyboard,Accessories,50,3,150,7.46,Delivered,27-02-2023
CUST0528,Female,North,31,Monitor,Electronics,300,2,600,5.84,In Transit,19-08-2023
CUST0529,Male,North,31,Mouse,Accessories,30,1,30,9.26,Returned,24-08-2023
CUST0530,Female,North,41,Laptop,Electronics,1500,2,3000,9.21,Returned,02-02-2023
CUST0531,Male,West,41,Headphones,Accessories,100,3,300,11.98,Delivered,12-06-2023
CUST0532,Male,North,41,Smartwatch,Wearables,200,1,200,18.84,In Transit,20-04-2023
CUST0533,Female,East,41,Monitor,Electronics,300,1,300,16.71,Delivered,11-10-2023
CUST0534,Female,South,57,Smartphone,Electronics,800,4,3200,16.09,In Transit,29-12-2023
CUST0535,Female,North,57,Monitor,Electronics,300,1,300,15.49,In Transit,05-02-2023
CUST0536,Male,East,57,Smartwatch,Wearables,200,5,1000,9.77,Returned,27-01-2023
CUST0537,Male,West,57,Laptop,Electronics,1500,5,7500,7.57,Returned,18-05-2023
CUST0538,Female,East,48,Keyboard,Accessories,50,4,200,8.27,In Transit,22-05-2023
CUST0539,Male,West,51,Smartphone,Electronics,800,1,800,18.58,Returned,03-10-2023
CUST0540,Female,,51,Monitor,Electronics,300,4,1200,6.91,In Transit,13-09-2023
CUST0541,Female,North,51,Headphones,Accessories,100,3,300,18.63,,20-03-2023
CUST0542,Female,South,18,Keyboard,Accessories,50,2,100,15.08,Returned,15-06-2023
CUST0543,Male,West,18,Keyboard,Accessories,50,5,250,11.11,Returned,11-09-2023
CUST0544,Male,North,18,Headphones,Accessories,100,1,100,18.47,Delivered,13-08-2023
CUST0545,Male,North,,Headphones,Accessories,100,2,200,10.39,Returned,26-10-2023
CUST0546,Female,North,18,Laptop,Electronics,1500,1,1500,5.29,Returned,21-01-2023
CUST0547,Male,South,18,Laptop,Electronics,1500,3,4500,18.83,In Transit,22-03-2023
CUST0548,Female,South,69,Laptop,Electronics,1500,2,3000,5.35,Returned,30-10-2023
CUST0549,Male,South,69,Monitor,Electronics,300,2,600,18.79,Delivered,29-07-2023
CUST0550,Male,East,69,Laptop,Electronics,1500,4,6000,10,Delivered,15-11-2023
CUST0551,Female,West,69,Smartphone,Electronics,800,3,2400,15.53,In Transit,25-04-2023
CUST0552,Male,North,69,Keyboard,Accessories,50,5,250,14.32,,03-02-2023
CUST0553,Male,West,69,Laptop,Electronics,1500,1,1500,7.32,Returned,19-09-2023
CUST0554,Male,West,62,Smartwatch,Wearables,200,3,600,17.9,Returned,03-01-2023
CUST0555,Male,East,69,Headphones,Accessories,100,1,100,6.43,Returned,26-05-2023
CUST0556,Female,South,69,Smartwatch,Wearables,200,4,800,12.26,In Transit,09-10-2023
CUST0557,Male,East,69,Laptop,Electronics,1500,3,4500,6.08,Returned,06-07-2023
CUST0558,Female,North,22,Headphones,Accessories,100,3,300,6.16,Returned,12-10-2023
CUST0559,Male,South,50,Monitor,Electronics,300,3,900,11.22,In Transit,16-03-2023
CUST0560,Female,West,49,Keyboard,Accessories,50,4,200,19.72,,25-12-2023
CUST0561,Male,West,49,Keyboard,Accessories,50,1,50,8.97,Returned,23-05-2023
CUST0562,Female,West,29,Mouse,Accessories,30,4,120,11.36,Returned,19-11-2023
CUST0563,Female,North,67,Headphones,Accessories,100,2,200,11.65,Returned,14-12-2023
CUST0564,Male,South,67,Smartwatch,Wearables,200,3,600,8.01,Delivered,27-03-2023
CUST0565,Female,East,42,Monitor,Electronics,300,4,1200,18.15,In Transit,27-03-2023
CUST0566,Female,West,42,Smartphone,Electronics,800,2,1600,13.79,In Transit,25-09-2023
CUST0567,Female,West,42,Keyboard,Accessories,50,1,50,15.92,Delivered,24-06-2023
CUST0568,Female,South,42,Monitor,Electronics,300,1,300,14.7,Delivered,16-11-2023
CUST0569,Female,South,42,Keyboard,Accessories,50,2,100,12.44,In Transit,21-02-2023
CUST0570,Female,South,54,Monitor,Electronics,300,1,300,11.31,Returned,28-08-2023
CUST0571,Female,South,40,Mouse,Accessories,30,5,150,8.64,Delivered,22-12-2023
CUST0572,Male,West,40,Keyboard,Accessories,50,2,100,14,Delivered,23-11-2023
CUST0573,Male,East,21,Headphones,Accessories,100,5,500,13.7,In Transit,14-01-2023
CUST0574,Female,South,56,Monitor,Electronics,300,5,1500,12.62,Returned,20-07-2023
CUST0575,Female,East,56,Mouse,Accessories,30,4,120,5.17,In Transit,23-11-2023
CUST0576,Female,South,,Laptop,Electronics,1500,3,4500,5.4,Delivered,19-01-2023
CUST0577,Male,,65,Headphones,Accessories,100,1,100,19.28,Returned,11-02-2023
CUST0578,Male,South,65,Laptop,Electronics,1500,3,4500,13.18,In Transit,22-12-2023
CUST0579,Male,West,65,Mouse,Accessories,30,5,150,15.11,Delivered,31-08-2023
CUST0580,Female,East,68,Laptop,Electronics,1500,1,1500,16.34,Delivered,07-05-2023
CUST0581,Female,North,,Smartphone,Electronics,800,4,3200,9.45,Returned,08-05-2023
CUST0582,Male,West,68,Mouse,Accessories,30,4,120,14.02,Returned,13-09-2023
CUST0583,Female,East,68,Headphones,Accessories,100,4,400,11.92,In Transit,31-10-2023
CUST0584,Male,North,68,Mouse,Accessories,30,2,60,9.28,Delivered,04-05-2023
CUST0585,Female,South,68,Headphones,Accessories,100,2,200,11.73,,05-06-2023
CUST0586,Male,West,68,Mouse,Accessories,30,5,150,16.66,In Transit,12-12-2023
CUST0587,Male,South,51,Laptop,Electronics,1500,2,3000,7.43,Delivered,16-11-2023
CUST0588,Male,East,51,Laptop,Electronics,1500,3,4500,16.42,In Transit,28-10-2023
CUST0589,Female,South,51,Laptop,Electronics,1500,3,4500,5.72,In Transit,10-11-2023
CUST0590,Male,South,,Keyboard,Accessories,50,4,200,11.55,Delivered,01-10-2023
CUST0591,Male,West,51,Keyboard,Accessories,50,4,200,19.42,In Transit,30-05-2023
CUST0592,Male,South,29,Smartwatch,Wearables,200,3,600,13.87,In Transit,18-03-2023
CUST0593,Female,East,29,Mouse,Accessories,30,1,30,11.33,In Transit,28-02-2023
CUST0594,Female,East,29,Smartwatch,Wearables,200,4,800,17.93,Delivered,25-02-2023
CUST0595,Male,West,44,Smartwatch,Wearables,200,3,600,18.09,In Transit,28-10-2023
CUST0596,Female,South,44,Smartphone,Electronics,1658.432327,3,2400,19.31,Delivered,03-06-2023
CUST0597,Male,East,44,Laptop,Electronics,1500,5,7500,8.03,In Transit,20-01-2023
CUST0598,Male,North,44,Smartwatch,Wearables,200,3,600,11.82,Delivered,18-04-2023
CUST0599,Male,North,45,Keyboard,Accessories,50,2,100,19.04,Delivered,16-03-2023
CUST0600,Male,North,45,Smartphone,Electronics,800,4,3200,15.02,Returned,28-09-2023
CUST0601,Male,North,45,Monitor,Electronics,300,4,1200,7.16,In Transit,13-11-2023
CUST0602,Male,East,68,Monitor,Electronics,300,3,900,5,In Transit,18-10-2023
CUST0603,Male,North,,Laptop,Electronics,1500,2,3000,16.82,,05-10-2023
CUST0604,Male,South,68,Keyboard,Accessories,50,1,50,11.23,Delivered,02-04-2023
CUST0605,Male,East,59,Smartwatch,Wearables,200,3,600,9.82,In Transit,08-02-2023
CUST0606,Male,North,59,Monitor,Electronics,300,4,1200,15.92,In Transit,23-10-2023
CUST0607,Male,West,,Monitor,Electronics,300,5,1500,7.77,In Transit,24-10-2023
CUST0608,Male,South,19,Smartphone,Electronics,800,4,3200,12.3,Delivered,23-01-2023
CUST0609,Male,West,19,Mouse,Accessories,30,1,30,17.33,Delivered,31-08-2023
CUST0610,Male,East,19,Headphones,Accessories,100,2,200,14.11,Returned,22-01-2023
CUST0611,Female,North,19,Keyboard,Accessories,50,3,150,5.76,In Transit,25-07-2023
CUST0612,Female,West,42,Smartphone,Electronics,800,3,2400,7.22,Delivered,21-10-2023
